Name,Source,Page,Ability Scores,Size,Speed,Description
Half-Orc Variant; Mark of Finding,ERLW,41,,,,"Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Hunter's Intuition When you make a Wisdom (Perception) or Wisdom (Survival) check, you can roll a d4 and add the number rolled to the ability check. Finder's Magic You can cast the hunter's mark spell with this trait. Starting at 3rd level, you can also cast the locate object spell with it. Once you cast either spell with this trait, you can't cast that spell with it again until you finish a long rest. Wisdom is your spellcasting ability for these spells. Languages You can speak, read, and write Common and Goblin. Spells of the Mark If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Finding Spells table are added to the spell list of your spellcasting class."
Halfling,PHB,26,Dex +2,Small,25 ft.,"Age A halfling reaches adulthood at the age of 20 and generally lives into the middle of his or her second century. Size Halflings average about 3 feet tall and weigh about 40 pounds. Your size is Small. Lucky When you roll a 1 on an attack roll, ability check, or saving throw, you can reroll the die and must use the new roll. Brave You have advantage on saving throws against being frightened. Halfling Nimbleness You can move through the space of any creature that is of a size larger than yours. Languages You can speak, read, and write Common and Halfling. The Halfling language isn't secret, but halflings are loath to share it with others. They write very little, so they don't have a rich body of literature. Their oral tradition, however, is very strong. Almost all halflings speak Common to converse with the people in whose lands they dwell or through which they are traveling."
Halfling Ghostwise,SCAG,110,Wis +1,,,Silent Speech You can speak telepathically to any creature within 30 feet of you. The creature understands you only if the two of you share a language. You can speak telepathically in this way to one creature at a time.
Halfling Lotusden,EGW,164,Wis +1,,,"Child of the Wood You know the druidcraft cantrip. When you reach 3rd level, you can cast the entangle spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the spike growth spell once with this trait and regain the ability to do so when you finish a long rest. Casting these spells with this trait doesn't require material components. Wisdom is your spellcasting ability for these spells. Timberwalk Ability checks made to track you have disadvantage, and you can move across difficult terrain made of nonmagical plants and undergrowth without expending extra movement."
Halfling Mark of Healing,ERLW,43,Wis +1,,,"Medical Intuition When you make a Wisdom (Medicine) check or an ability check using an herbalism kit, you can roll a d4 and add the number rolled to the ability check. Healing Touch You can cast the cure wounds spell with this trait. Starting at 3rd level, you can also cast lesser restoration with it. Once you cast either spell with this trait, you can't cast that spell with it again until you finish a long rest. Wisdom is your spellcasting ability for these spells. Spells of the Mark If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Healing Spells table are added to the spell list of your spellcasting class."
Halfling Mark of Hospitality,ERLW,44,Cha +1,,,"Ever Hospitable When you make a Charisma (Persuasion) check or an ability check involving brewer's supplies or cook's utensils, you can roll a d4 and add the number rolled to the ability check. Innkeeper's Magic You know the prestidigitation cantrip. You can also cast the purify food and drink and unseen servant spells with this trait. Once you cast either spell with this trait, you can't cast that spell with it again until you finish long rest. Charisma is your spellcasting ability for these spells. Spells of the Mark If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Hospitality Spells table are added to the spell list of your spellcasting class."
Harengon,MPMM,22,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha","Small, Medium",30 ft.,"Size You are Medium or Small. You choose the size when you select this race. Hare-Trigger You can add your proficiency bonus to your initiative rolls. Leporine Senses You have proficiency in the Perception skill. Lucky Footwork When you fail a Dexterity saving throw, you can use your reaction to roll a d4 and add it to the save, potentially turning the failure into a success. You can't use this reaction if you're prone or your speed is 0. Rabbit Hop As a bonus action, you can jump a number of feet equal to five times your proficiency bonus, without provoking opportunity attacks. You can use this trait only if your speed is greater than 0. You can use it a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest."
Hexblood,VRGR,18,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha","Small, Medium",30 ft.,"Creature Type You are a Fey. Size You are Medium or Small. You choose the size when you gain this lineage. Ancestral Legacy If you replace a race with this lineage, you can keep the following elements of that race: any skill proficiencies you gained from it and any climbing, flying, or swimming speed you gained from it. If you don't keep any of those elements or you choose this lineage at character creation, you gain proficiency in two skills of your choice. Darkvision You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness as shades of gray. Eerie Token As a bonus action, you can harmlessly remove a lock of your hair, one of your nails, or one of your teeth. This token is imbued with magic until you finish a long rest. While the token is imbued in this way, you can take these actions: Telepathic Message As an action, you can send a telepathic message to the creature holding or carrying the token, as long as you are within 10 miles of it. The message can contain up to twenty-five words. Remote Viewing If you are within 10 miles of the token, you can enter a trance as an action. The trance lasts for 1 minute, but it ends early if you dismiss it (no action required) or are incapacitated. During this trance, you can see and hear from the token as if you were located where it is. While you are using your senses at the token's location, you are blinded and deafened in regard to your own surroundings. When the trance ends, the token is harmlessly destroyed. Once you create a token using this feature, you can't do so again until you finish a long rest, at which point your missing part regrows. Hex Magic You can cast the disguise self and hex spells with this trait. Once you cast either of these spells with this trait, you can't cast that spell with it again until you finish a long rest. You can also cast these spells using any spell slots you have. Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells (choose the ability when you gain this lineage). Becoming a Hag Hags can undertake a ritual to irreversibly transform a hexblood they created into a new hag, either one of their own kind or that embodies the hexblood's nature. This requires that both the hag and hexblood be in the same place and consent to the lengthy ritual—circumstances most hexbloods shun but might come to accept over the course of centuries. Once a hexblood undergoes this irreversible ritual, they emerge as a hag NPC no longer under the control of the hexblood's player, unless the DM rules otherwise."
High Elf,PHB,23,Int +1,,30 ft.,"Elf Weapon Training You have proficiency with the longsword, shortsword, shortbow, and longbow. Cantrip You know one cantrip of your choice from the wizard spell list. Intelligence is your spellcasting ability for it. Extra Language You can speak, read, and write one extra language of your choosing."
Hill Dwarf,PHB,20,Wis +1,,,"Dwarven Toughness Your hit point maximum increases by 1, and it increases by 1 every time you gain a level."
Hobgoblin,DMG,282,,Medium,30 ft.,"Martial Advantage Once per turn, you can deal an extra 2d6 damage to a creature you hit with a weapon attack if that creature is within 5 ft. of an ally of yours that isn't incapacitated. Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Languages You can speak, read, and write Common and Goblin."
Hobgoblin,ERLW,26,,,,
Hobgoblin,MPMM,23,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Medium,30 ft.,"Creature Type You are a Humanoid. You are also considered a goblinoid for any prerequisite or effect that requires you to be a goblinoid. Darkvision You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray. Fey Ancestry You have advantage on saving throws you make to avoid or end the charmed condition on yourself. Fey Gift You can use this trait to take the Help action as a bonus action, and you can do so a number of times equal to your proficiency bonus. You regain all expended uses when you finish a long rest. Starting at 3rd level, choose one of the options below each time you take the Help action with this trait: Hospitality You and the creature you help each gain a number of temporary hit points equal to 1d6 plus your proficiency bonus. Passage You and the creature you help each increase your walking speeds by 10 feet until the start of your next turn. Spite Until the start of your next turn, the first time the creature you help hits a target with an attack roll, that target has disadvantage on the next attack roll it makes within the next minute. Fortune from the Many If you miss with an attack roll or fail an ability check or a saving throw, you can draw on your bonds of reciprocity to gain a bonus to the roll equal to the number of allies you can see within 30 feet of you (maximum bonus of +3). You can use this trait a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest."
Hobgoblin,VGM,119,"Con +2, Int +1",Medium,30 ft.,"Age Hobgoblins mature at the same rate as humans and have lifespans similar in length to theirs. Size Hobgoblins are between 5 and 6 feet tall and weigh between 150 and 200 pounds. Your size is Medium. Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Martial Training You are proficient with two martial weapons of your choice and with light armor. Saving Face Hobgoblins are careful not to show weakness in front of their allies, for fear of losing status. If you miss with an attack roll or fail an ability check or a saving throw, you can gain a bonus to the roll equal to the number of allies you can see within 30 feet of you (maximum bonus of +5). Once you use this trait, you can't use it again until you finish a short or long rest. Languages You can speak, read, and write Common and Goblin."
Human,PHB,29,,Medium,30 ft.,"Age Humans reach adulthood in their late teens and live less than a century. Size Humans vary widely in height and build, from barely 5 feet to well over 6 feet tall. Regardless of your position in that range, your size is Medium. Languages You can speak, read, and write Common and one extra language of your choice. Humans typically learn the languages of other peoples they deal with, including obscure dialects. They are fond of sprinkling their speech with words borrowed from other tongues: Orc curses, Elvish musical expressions, Dwarvish military phrases, and so on."
Human,PHB,29,"Str +1, Dex +1, Con +1, Int +1, Wis +1, Cha +1",,,
Human Mark of Handling,ERLW,42,"Wis +2, Choose +1 to one ability from Str, Dex, Con, Int, Cha",,,"Wild Intuition When you make a Wisdom (Animal Handling) or Intelligence (Nature) check, you can roll a d4 and add the number rolled to the ability check. Primal Connection You can cast the animal friendship and speak with animals spells with this trait, requiring no material component. Once you cast either spell with this trait, you can't cast that spell with it again until you finish a short or long rest. Wisdom is your spellcasting ability for these spells. The Bigger They Are Starting at 3rd level, you can target a beast or monstrosity when you cast animal friendship or speak with animals, provided the creature's Intelligence score is 3 or lower. Spells of the Mark If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Handling Spells table are added to the spell list of your spellcasting class."
Human Mark of Making,ERLW,45,"Int +2, Choose +1 to one ability from Str, Dex, Con, Wis, Cha",,,"Artisan's Intuition When you make an Arcana check or an ability check involving artisan's tools, you can roll a d4 and add the number rolled to the ability check. Maker's Gift You gain proficiency with one type of artisan's tools of your choice. Spellsmith You know the mending cantrip. You can also cast the magic weapon spell with this trait. When you do so, the spell lasts for 1 hour and doesn't require . Once you cast the spell with this trait, you can't do so again until you finish a long rest. Intelligence is your spellcasting ability for these spells. Spells of the Mark If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Making Spells table are added to the spell list of your spellcasting class."
Human Mark of Passage,ERLW,46,"Dex +2, Choose +1 to one ability from Str, Con, Int, Wis, Cha",,35 ft.,"Courier's Speed Your base walking speed increases to 35 feet. Intuitive Motion When you make a Dexterity (Acrobatics) check or any ability check to operate or maintain a land vehicle, you can roll a d4 and add the number rolled to the ability check. Magical Passage You can cast the misty step spell once with this trait, and you regain the ability to cast it when you finish a long rest. Dexterity is your spellcasting ability for this spell. Spells of the Mark If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Passage Spells table are added to the spell list of your spellcasting class."
Human Mark of Sentinel,ERLW,48,"Con +2, Wis +1",,,"Sentinel's Intuition When you make a Wisdom (Insight) or Wisdom (Perception) check, you can roll a d4 and add the number rolled to the ability check. Guardian's Shield You can cast the shield spell once with this trait, and you regain the ability to cast it after you finish a long rest. Wisdom is your spellcasting ability for this spell. Vigilant Guardian When a creature you can see within 5 feet of you is hit by an attack roll, you can use your reaction to swap places with that creature, and you are hit by the attack instead. Once you use this trait, you can't do so again until you finish a long rest. Spells of the Mark If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Sentinel Spells table are added to the spell list of your spellcasting class."
Human Variant,PHB,31,"Choose +1 to 2 abilities from Str, Dex, Con, Int, Wis, Cha",,,Skills You gain proficiency in one skill of your choice. Feat You gain one of your choice.
Human Variant; Mark of Finding,ERLW,41,"Con +1, Wis +2",,,"Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Hunter's Intuition When you make a Wisdom (Perception) or Wisdom (Survival) check, you can roll a d4 and add the number rolled to the ability check. Finder's Magic You can cast the hunter's mark spell with this trait. Starting at 3rd level, you can also cast the locate object spell with it. Once you cast either spell with this trait, you can't cast that spell with it again until you finish a long rest. Wisdom is your spellcasting ability for these spells. Languages You can speak, read, and write Common and Goblin. Spells of the Mark If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Finding Spells table are added to the spell list of your spellcasting class."
Kalashtar,ERLW,29,"Wis +2, Cha +1",Medium,30 ft.,"Age Kalashtar mature and age at the same rate as humans. Alignment The noble spirit tied to a kalashtar drives it toward lawful and good behavior. Most kalashtar combine strong self-discipline with compassion for all beings, but some kalashtar resist the virtuous influence of their spirit. Size Your size is Medium. Dual Mind You have advantage on all Wisdom saving throws. Mental Discipline You have resistance to psychic damage. Mind Link You can speak telepathically to any creature you can see, provided the creature is within a number of feet of you equal to 10 times your level. You don't need to share a language with the creature for it to understand your telepathic utterances, but the creature must be able to understand at least one language. When you're using this trait to speak telepathically to a creature, you can use your action to give that creature the ability to speak telepathically with you for 1 hour or until you end this effect as an action. To use this ability, the creature must be able to see you and must be within this trait's range. You can give this ability to only one creature at a time; giving it to a creature takes it away from another creature who has it. Severed from Dreams Kalashtar sleep, but they don't connect to the plane of dreams as other creatures do. Instead, their minds draw from the memories of their otherworldly spirit while they sleep. As such, you are immune to spells and other magical effects that require you to dream, like dream, but not to spells and other magical effects that put you to sleep, like sleep. Languages You can speak, read, and write Common, Quori, and one other language of your choice."
Kenku,DMG,282,Dex +2,Medium,30 ft.,"Ambusher In the first round of a combat, you have advantage on attack rolls against any creature who is . Mimicry You can mimic any sounds you have heard, including voices. A creature that hears the sounds can tell they are imitations with a successful 14 Wisdom (Insight) check. Languages You can read and write Common and Auran, but you can only speak using your Mimicry trait."
Kenku,MPMM,24,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha","Small, Medium",30 ft.,"Size Your size is Medium or Small. You choose the size when you select this race. Expert Duplication When you copy writing or craftwork produced by yourself or someone else, you have advantage on any ability checks you make to produce an exact duplicate. Kenku Recall Thanks to your supernaturally good memory, you have proficiency in two skills of your choice. Moreover, when you make an ability check using any skill in which you have proficiency, you can give yourself advantage on the check before rolling the d20. You can give yourself advantage in this way a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest. Mimicry You can accurately mimic sounds you have heard, including voices. A creature that hears the sounds you make can tell they are imitations only with a successful Wisdom (Insight) check against a DC of 8 + your proficiency bonus + your Charisma modifier."
Kenku,VGM,109,"Dex +2, Wis +1",Medium,30 ft.,"Age Kenku have shorter lifespans than humans. They reach maturity at about 12 years old and can live to 60. Size Kenku are around 5 feet tall and weigh between 90 and 120 pounds. Your size is Medium. Expert Forgery You can duplicate other creatures' handwriting and craftwork. You have advantage on all checks made to produce forgeries or duplicates of existing objects. Kenku Training You are proficient in your choice of two of the following skills: Acrobatics, Deception, Stealth, and Sleight of Hand. Mimicry You can mimic sounds you have heard, including voices. A creature that hears the sounds can tell they are imitations with a successful Wisdom (Insight) check opposed by your Charisma (Deception) check. Languages You can read and write Common and Auran, but you can only speak using your Mimicry trait."
Kobold,DMG,282,"Dex +2, Str -4",Small,30 ft.,"Pack Tactics You have advantage on an attack roll against a creature if at least one of your allies is within 5 feet of the creature and the ally isn't incapacitated. Sunlight Sensitivity You have disadvantage on attack rolls and on Wisdom (Perception) checks that rely on sight when you, the target of your attack, or whatever you are trying to perceive is in direct sunlight. Darkvision Accustomed to life underground, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Languages You can speak, read, and write Common and Draconic."
Kobold,MPMM,25,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Small,30 ft.,"Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were in dim light. You discern colors in that darkness only as shades of gray. Draconic Cry As a bonus action, you let out a cry at your enemies within 10 feet of you. Until the start of your next turn, you and your allies have advantage on attack rolls against any of those enemies who could hear you. You can use this trait a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest. Kobold Legacy Kobold's connections to dragons can manifest in unpredictable ways in an individual kobold. Choose one of the following legacy options for your kobold. Craftiness You have proficiency in one of the following skills of your choice: Arcana, Investigation, Medicine, Sleight of Hand, or Survival. Defiance You have advantage on saving throws to avoid or end the frightened condition on yourself. Draconic Sorcery You know one cantrip of your choice from the sorcerer spell list. Intelligence, Wisdom, or Charisma is your spellcasting ability for that cantrip (choose when you select this race)."
Kobold,VGM,119,Dex +2,Small,30 ft.,"Age Kobolds reach adulthood at age 6 and can live up to 120 years but rarely do so. Size Kobolds are between 2 and 3 feet tall and weigh between 25 and 35 pounds. Your size is Small. Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Grovel, Cower, and Beg As an action on your turn, you can cower pathetically to distract nearby foes. Until the end of your next turn, your allies gain advantage on attack rolls against enemies within 10 feet of you that you can see. Once you use this trait, you can't use it again until you finish a short or long rest. Pack Tactics You have advantage on an attack roll against a creature if at least one of your allies is within 5 feet of the creature and the ally isn't incapacitated. Sunlight Sensitivity You have disadvantage on attack rolls and on Wisdom (Perception) checks that rely on sight when you, the target of your attack, or whatever you are trying to perceive is in direct sunlight. Languages You can speak, read, and write Common and Draconic."
Kuo-Toa,DMG,282,,Medium,"30 ft., Swim 30 ft.","Amphibious You can breathe air and water. Otherworldly Perception You can sense the presence of any creature within 30 feet of you that is invisible or on the Ethereal Plane. You can pinpoint such a creature that is moving. Slippery You have advantage on ability checks and saving throws made to escape a grapple. Sunlight Sensitivity While in sunlight, you have disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight. Superior Darkvision You have superior vision in dark and dim conditions. You can see in dim light within 120 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Languages You can speak, read, and write Undercommon."
Leonin,MOT,20,"Str +1, Con +2",Medium,35 ft.,"Age Leonin mature and age at about the same rate as humans. Alignment Leonin tend toward good alignments. Leonin who are focused on the pride lean toward lawful good. Size Leonin are typically over 6 feet tall, with some standing over 7 feet. Your size is Medium. Darkvision You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Claws Your claws are natural weapons, which you can use to make unarmed strikes. If you hit with them, you can deal slashing damage equal to 1d4 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike. Hunter's Instincts You have proficiency in one of the following skills of your choice: Athletics, Intimidation, Perception, or Survival. Daunting Roar As a bonus action, you can let out an especially menacing roar. Creatures of your choice within 10 feet of you that can hear you must succeed on a Wisdom saving throw or become frightened of you until the end of your next turn. The DC of the save equals 8 + your proficiency bonus + your Constitution modifier. Once you use this trait, you can't use it again until you finish a short or long rest. Languages You can speak, read, and write Common and Leonin."
Lightfoot Halfling,PHB,28,Cha +1,,,Naturally Stealthy You can attempt to hide even when you are obscured only by a creature that is at least one size larger than you.
Lizardfolk,DMG,282,"Str +2, Int -2",Medium,"30 ft., Swim 30 ft.","Hold Breath You can hold your breath for up to 15 minutes at a time. Natural Armor Your scales function as natural armor, granting you a +3 bonus to Armor Class. Languages You can speak, read, and write Draconic."
Lizardfolk,MPMM,26,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Medium,"30 ft., Swim","Speed Your walking speed is 30 feet, and you have a swimming speed equal to your walking speed. Bite You have a fanged maw that you can use to make unarmed strikes. When you hit with it, the strike deals 1d6 + your Strength modifier slashing damage, instead of the bludgeoning damage normal for an unarmed strike. Hold Breath You can hold your breath for up to 15 minutes at a time. Hungry Jaws You can throw yourself into a feeding frenzy. As a bonus action, you can make a special attack with your Bite. If the attack hits, it deals its normal damage, and you gain temporary hit points equal to your proficiency bonus. You can use this trait a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest. Natural Armor You have tough, scaly skin. When you aren't wearing armor, your base AC is 13 + Dexterity modifier. You can use your natural armor to determine your AC if the armor you wear would leave you with a lower AC. A shield's benefits apply as normal while you use your natural armor. Nature's Intuition Thanks to your mystical connection to nature, you gain proficiency with two of the following skills of your choice: Animal Handling, Medicine, Nature, Perception, Stealth, or Survival."
Lizardfolk,VGM,111,"Con +2, Wis +1",Medium,"30 ft., Swim 30 ft.","Age Lizardfolk reach maturity around age 14 and rarely live longer than 60 years. Size Lizardfolk are a little bulkier and taller than humans, and their colorful frills make them appear even larger. Your size is Medium. Swim Speed You have a swimming speed of 30 feet. Bite Your fanged maw is a natural weapon, which you can use to make unarmed strikes. If you hit with it, you deal piercing damage equal to 1d6 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike. Cunning Artisan As part of a short rest, you can harvest bone and hide from a slain beast, construct, dragon, monstrosity, or plant creature of size small or larger to create one of the following items: a shield, a club, a javelin, or 1d4 dart or blowgun needle. To use this trait, you need a blade, such as a dagger, or appropriate artisan's tools, such as leatherworker's tools. Hold Breath You can hold your breath for up to 15 minutes at a time. Hunter's Lore You gain proficiency with two of the following skills of your choice: Animal Handling, Nature, Perception, Stealth, and Survival. Natural Armor You have tough, scaly skin. When you aren't wearing armor, your AC is 13 + your Dexterity modifier. You can use your natural armor to determine your AC if the armor you wear would leave you with a lower AC. A shield's benefits apply as normal while you use your natural armor. Hungry Jaws In battle, you can throw yourself into a vicious feeding frenzy. As a bonus action, you can make a special attack with your bite. If the attack hits, it deals its normal damage, and you gain temporary hit points equal to your Constitution modifier (minimum of 1), and you can't use this trait again until you finish a short or long rest. Languages You can speak, read, and write Common and Draconic."
Loxodon,GGR,17,"Con +2, Wis +1",Medium,30 ft.,"Age Loxodons physically mature at the same rate as humans, but they live about 450 years. They highly value the weight of wisdom and experience and are considered young until they reach the age of 60. Alignment Most loxodons are lawful, believing in the value of a peaceful, ordered life. They also tend toward good. Size Loxodons stand between 7 and 8 feet tall. Their massive bodies weigh between 300 and 400 pounds. Your size is Medium. Powerful Build You count as one size larger when determining your carrying capacity and the weight you can push, drag, or lift. Loxodon Serenity You have advantage on saving throws against being charmed or frightened. Natural Armor You have thick, leathery skin. When you aren't wearing armor, your AC is 12 + your Constitution modifier. You can use your natural armor to determine your AC if the armor you wear would leave you with a lower AC. A shield's benefits apply as normal while you use your natural armor. Tip: AC Calculations Don't Stack When the game gives you more than one way to calculate your Armor Class, you can use only one of them. You choose the one to use. For example, if you have the loxodon's Natural Armor trait and the monk's Unarmored Defense feature, you don't mix them together. Instead, you choose which one determines your AC. Trunk You can grasp things with your trunk, and you can use it as a snorkel. It has a reach of 5 feet, and it can lift a number of pounds equal to five times your Strength score. You can use it to do the following simple tasks: lift, drop, hold, push, or pull an object or a creature; open or close a door or a container; grapple someone; or make an unarmed strike. Your DM might allow other simple tasks to be added to that list of options. Your trunk can't wield weapons or shields or do anything that requires manual precision, such as using tools or magic items or performing the somatic components of a spell. Keen Smell Thanks to your sensitive trunk, you have advantage on Wisdom (Perception), Wisdom (Survival), and Intelligence (Investigation) checks that involve smell. Languages You can speak, read, and write Common and Loxodon."
Merfolk,DMG,282,,Medium,"10 ft., Swim 40 ft.","Amphibious You can breathe air and water. Languages You can speak, read, and write Common and Aquan."
Minotaur,GGR,18,"Str +2, Con +1",Medium,30 ft.,"These traits are also suitable for minotaurs in other D&D worlds where these people have avoided the demonic influence of Baphomet. Age Minotaurs enter adulthood at around the age of 17 and can live up to 150 years. Alignment Most minotaurs who join the Boros Legion lean toward lawful alignments, while those associated with the Cult of Rakdos or the Gruul Clans tend toward chaotic alignments. Size Minotaurs average over 6 feet in height, and they have stocky builds. Your size is Medium. Horns Your horns are natural melee weapons, which you can use to make unarmed strikes. If you hit with them, you deal piercing damage equal to 1d6 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike. Goring Rush Immediately after you use the Dash action on your turn and move at least 20 feet, you can make one melee attack with your horns as a bonus action. Hammering Horns Immediately after you hit a creature with a melee attack as part of the Attack action on your turn, you can use a bonus action to attempt to shove that target with your horns. The target must be no more than one size larger than you and within 5 feet of you. Unless it succeeds on a Strength saving throw against a DC equal to 8 + your proficiency bonus + your Strength modifier, you push it up to 10 feet away from you. Imposing Presence You have proficiency in one of the following skills of your choice: Intimidation or Persuasion. Languages You can speak, read, and write Common and Minotaur."
Minotaur,MOT,22,,,,
Minotaur,MPMM,27,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Medium,30 ft.,"Horns You have horns that you can use to make unarmed strikes. When you hit with them, the strike deals 1d6 + your Strength modifier piercing damage, instead of the bludgeoning damage normal for an unarmed strike. Goring Rush Immediately after you take the Dash action on your turn and move at least 20 feet, you can make one melee attack with your Horns as a bonus action. Hammering Horns Immediately after you hit a creature with a melee attack as part of the Attack action on your turn, you can use a bonus action to attempt to push that target with your horns. The target must be within 5 feet of you and no more than one size larger than you. Unless it succeeds on a Strength saving throw against a DC equal to 8 + your proficiency bonus + your Strength modifier, you can push it up to 10 feet away from you. Labyrinthine Recall You always know which direction is north, and you have advantage on any Wisdom (Survival) check you make to navigate or track."
Mountain Dwarf,PHB,20,Str +2,,,Dwarven Armor Training You have proficiency with light and medium armor.
Orc,DMG,282,"Str +2, Int -2",Medium,30 ft.,"Aggressive As a bonus action, you can move up to your speed toward a hostile creature that you can see. Darkvision Accustomed to life underground, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Languages You can speak, read, and write Common and Orc."
Orc,EGW,178,,,,
Orc,ERLW,31,"Str +2, Con +1",Medium,30 ft.,"Age Orcs reach adulthood at age 12 and live up to 50 years. Alignment The orcs of Eberron are a passionate people, given to powerful emotion and deep faith. They are generally chaotic, but can be any alignment. Size Your size is Medium. Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Aggressive As a bonus action, you can move up to your movement speed toward a hostile creature you can see or hear. You must end this move closer to the enemy than you started. Primal Intuition You have proficiency in two of the following skills of your choice: Animal Handling, Insight, Intimidation, Medicine, Nature, Perception, and Survival. Powerful Build You count as one size larger when determining your carrying capacity and the weight you can push, drag, or lift. Languages You can speak, read, and write Common and Orc."
Orc,MPMM,28,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Medium,30 ft.,"Adrenaline Rush You can take the Dash action as a bonus action. You can use this trait a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest. Whenever you use this trait, you gain a number of temporary hit points equal to your proficiency bonus. Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray. Powerful Build You count as one size larger when determining your carrying capacity and the weight you can push, drag, or lift. Relentless Endurance When you are reduced to 0 hit points but not killed outright, you can drop to 1 hit point instead. Once you use this trait, you can't do so again until you finish a long rest."
Orc,VGM,120,"Str +2, Con +1",Medium,30 ft.,"Age Orcs reach adulthood at age 12 and live up to 50 years. Size Orcs are usually over 6 feet tall and weigh between 230 and 280 pounds. Your size is Medium. Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Aggressive As a bonus action, you can move up to your movement speed toward a hostile creature you can see or hear. You must end this move closer to the enemy than you started. Primal Intuition You have proficiency in two of the following skills of your choice: Animal Handling, Insight, Intimidation, Medicine, Nature, Perception, and Survival. Powerful Build You count as one size larger when determining your carrying capacity and the weight you can push, drag, or lift. Languages You can speak, read, and write Common and Orc."
Owlin,SCC,29,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha","Small, Medium","30 ft., Fly","Size You are Medium or Small. You choose the size when you select this race. Darkvision You can see in dim light within 120 feet of yourself as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray. Flight Thanks to your wings, you have a flying speed equal to your walking speed. You can't use this flying speed if you're wearing medium or heavy armor. Silent Feathers You have proficiency in the Stealth skill."
Pallid Elf,EGW,21,Wis +1,,,"Incisive Sense You have advantage on Intelligence (Investigation) and Wisdom (Insight) checks. Blessing of the Moon Weaver You know the light cantrip. When you reach 3rd level, you can cast the sleep spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the invisibility spell (targeting yourself only) once with this trait and regain the ability to do so when you finish a long rest. Casting these spells with this trait doesn't require material components. Wisdom is your spellcasting ability for these spells."
