Name,Source,Page,Ability Scores,Size,Speed,Description
Half-Elf (Variant; Mark of Detection),ERLW,40,Wisdom +2; Choose any other +1,Medium,30 feet,"<strong>Age</strong><br><br>Half-elves mature at the same rate humans do and reach adulthood around the age of 20. They live much longer than humans, however, often exceeding 180 years.<br><br><strong>Size</strong><br><br>Half-elves are about the same size as humans, ranging from 5 to 6 feet tall. Your size is Medium.<br><br><strong>Darkvision</strong><br><br>Thanks to your elf blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.<br><br><strong>Fey Ancestry</strong><br><br>You have advantage on saving throws against being charmed, and magic can't put you to sleep.<br><br><strong>Skill Versatility</strong><br><br>You gain proficiency in two skills of your choice.<br><br><strong>Languages</strong><br><br>You can speak, read, and write Common, Elvish, and one extra language of your choice.<br><br><strong>Deductive Intuition</strong><br><br>When you make an Intelligence (Investigation) or a Wisdom (Insight) check, you can roll a d4 and add the number rolled to the ability check.<br><br><strong>Magical Detection</strong><br><br>You can cast the detect magic and detect poison and disease spells with this trait. Starting at 3rd level, you can also cast the see invisibility spell with it. Once you cast any of these spells with this trait, you can't cast that spell with it again until you finish a long rest. Wisdom is your spellcasting ability for these spells, and you don't require material components for them.<br><br><strong>Spells of the Mark</strong><br><br>If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Detection Spells table are added to the spell list of your spellcasting class.<br><br><table border=""1"" cellpadding=""5"" cellspacing=""0""><caption>Mark of Detection Spells</caption><tr><th>Spell Level</th><th>Spells</th></tr><tr><td>1st</td><td>detect evil and good, detect poison and disease</td></tr><tr><td>2nd</td><td>detect thoughts, find traps</td></tr><tr><td>3rd</td><td>clairvoyance, nondetection</td></tr><tr><td>4th</td><td>arcane eye, divination</td></tr><tr><td>5th</td><td>legend lore</td></tr></table>"
Half-Elf (Variant; Mark of Storm),ERLW,50,Charisma +2; Dexterity +1,Medium,30 feet,"<strong>Age</strong><br><br>Half-elves mature at the same rate humans do and reach adulthood around the age of 20. They live much longer than humans, however, often exceeding 180 years.<br><br><strong>Size</strong><br><br>Half-elves are about the same size as humans, ranging from 5 to 6 feet tall. Your size is Medium.<br><br><strong>Darkvision</strong><br><br>Thanks to your elf blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.<br><br><strong>Fey Ancestry</strong><br><br>You have advantage on saving throws against being charmed, and magic can't put you to sleep.<br><br><strong>Skill Versatility</strong><br><br>You gain proficiency in two skills of your choice.<br><br><strong>Languages</strong><br><br>You can speak, read, and write Common, Elvish, and one extra language of your choice.<br><br><strong>Windwright's Intuition</strong><br><br>When you make a Dexterity (Acrobatics) check or any ability check involving navigator's tools|PHB, you can roll a d4 and add the number rolled to the ability check.<br><br><strong>Storm's Boon</strong><br><br>You have resistance to lightning damage.<br><br><strong>Headwinds</strong><br><br>You know the gust|XGE cantrip. Starting at 3rd level, you can cast the gust of wind spell once with this trait, and you regain the ability to cast it when you finish a long rest. Charisma is your spellcasting ability for these spells.<br><br><strong>Spells of the Mark</strong><br><br>If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Storm Spells table are added to the spell list of your spellcasting class.<br><br><table border=""1"" cellpadding=""5"" cellspacing=""0""><caption>Mark of Storm Spells</caption><tr><th>Spell Level</th><th>Spells</th></tr><tr><td>1st</td><td>feather fall, fog cloud</td></tr><tr><td>2nd</td><td>gust of wind, levitate</td></tr><tr><td>3rd</td><td>sleet storm, wind wall</td></tr><tr><td>4th</td><td>conjure minor elementals, control water</td></tr><tr><td>5th</td><td>conjure elemental</td></tr></table>"
Half-Elf (Variant; Moon Elf or Sun Elf Descent),SCAG,116,Charisma +2; Choose any other two unique +1,Medium,30 feet,"<strong>Age</strong><br><br>Half-elves mature at the same rate humans do and reach adulthood around the age of 20. They live much longer than humans, however, often exceeding 180 years.<br><br><strong>Size</strong><br><br>Half-elves are about the same size as humans, ranging from 5 to 6 feet tall. Your size is Medium.<br><br><strong>Darkvision</strong><br><br>Thanks to your elf blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.<br><br><strong>Fey Ancestry</strong><br><br>You have advantage on saving throws against being charmed, and magic can't put you to sleep.<br><br><strong>Skill Versatility</strong><br><br>You gain proficiency in two skills of your choice.<br><br><strong>Languages</strong><br><br>You can speak, read, and write Common, Elvish, and one extra language of your choice.<br><br><em>Variant Feature (Choose 1)</em><br><br><strong>Skill Versatility</strong><br><br>You gain proficiency in two skills of your choice.<br><br><strong>Elf Weapon Training</strong><br><br>You have proficiency with the longsword|phb, shortsword|phb, shortbow|phb, and longbow|phb.<br><br><strong>Cantrip</strong><br><br>You know one cantrip of your choice from the wizard spell list. Intelligence is your spellcasting ability for it."
Half-Elf (Variant; Wood Elf Descent),SCAG,116,Charisma +2; Choose any other two unique +1,Medium,30 feet,"<strong>Age</strong><br><br>Half-elves mature at the same rate humans do and reach adulthood around the age of 20. They live much longer than humans, however, often exceeding 180 years.<br><br><strong>Size</strong><br><br>Half-elves are about the same size as humans, ranging from 5 to 6 feet tall. Your size is Medium.<br><br><strong>Darkvision</strong><br><br>Thanks to your elf blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.<br><br><strong>Fey Ancestry</strong><br><br>You have advantage on saving throws against being charmed, and magic can't put you to sleep.<br><br><strong>Skill Versatility</strong><br><br>You gain proficiency in two skills of your choice.<br><br><strong>Languages</strong><br><br>You can speak, read, and write Common, Elvish, and one extra language of your choice.<br><br><em>Variant Feature (Choose 1)</em><br><br><strong>Skill Versatility</strong><br><br>You gain proficiency in two skills of your choice.<br><br><strong>Elf Weapon Training</strong><br><br>You have proficiency with the longsword|phb, shortsword|phb, shortbow|phb, and longbow|phb.<br><br><strong>Fleet of Foot</strong><br><br>Your base walking speed increases to 35 feet.<br><br><strong>Mask of the Wild</strong><br><br>You can attempt to hide even when you are only lightly obscured by foliage, heavy rain, falling snow, mist, and other natural phenomena."
Half-Orc,PHB,40,Strength +2; Constitution +1,Medium,30 feet,"<strong>Age</strong><br><br>Half-orcs mature a little faster than humans, reaching adulthood around age 14. They age noticeably faster and rarely live longer than 75 years.<br><br><strong>Size</strong><br><br>Half-orcs are somewhat larger and bulkier than humans, and they range from 5 to well over 6 feet tall. Your size is Medium.<br><br><strong>Darkvision</strong><br><br>Thanks to your orc blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.<br><br><strong>Menacing</strong><br><br>You gain proficiency in the Intimidation skill.<br><br><strong>Relentless Endurance</strong><br><br>When you are reduced to 0 hit points but not killed outright, you can drop to 1 hit point instead. You can't use this feature again until you finish a long rest.<br><br><strong>Savage Attacks</strong><br><br>When you score a critical hit with a melee weapon attack, you can roll one of the weapon's damage dice one additional time and add it to the extra damage of the critical hit.<br><br><strong>Languages</strong><br><br>You can speak, read, and write Common and Orc. Orc is a harsh, grating language with hard consonants. It has no script of its own but is written in the Dwarvish script."
Half-Orc (Base),PHB,40,Strength +2; Constitution +1,Medium,30 feet,"Age. Half-orcs mature a little faster than humans, reaching adulthood around age 14. They age noticeably faster and rarely live longer than 75 years.<br><br>Size. Half-orcs are somewhat larger and bulkier than humans, and they range from 5 to well over 6 feet tall. Your size is Medium.<br><br>Darkvision. Thanks to your orc blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.<br><br>Menacing. You gain proficiency in the Intimidation skill.<br><br>Relentless Endurance. When you are reduced to 0 hit points but not killed outright, you can drop to 1 hit point instead. You can't use this feature again until you finish a long rest.<br><br>Savage Attacks. When you score a critical hit with a melee weapon attack, you can roll one of the weapon's damage dice one additional time and add it to the extra damage of the critical hit.<br><br>Languages. You can speak, read, and write Common and Orc. Orc is a harsh, grating language with hard consonants. It has no script of its own but is written in the Dwarvish script."
Half-Orc (Variant; Mark of Finding),ERLW,41,Strength +2; Constitution +1,Medium,30 feet,"<strong>Age</strong><br><br>Half-orcs mature a little faster than humans, reaching adulthood around age 14. They age noticeably faster and rarely live longer than 75 years.<br><br><strong>Size</strong><br><br>Half-orcs are somewhat larger and bulkier than humans, and they range from 5 to well over 6 feet tall. Your size is Medium.<br><br><strong>Darkvision</strong><br><br>Thanks to your orc blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.<br><br><strong>Menacing</strong><br><br>You gain proficiency in the Intimidation skill.<br><br><strong>Relentless Endurance</strong><br><br>When you are reduced to 0 hit points but not killed outright, you can drop to 1 hit point instead. You can't use this feature again until you finish a long rest.<br><br><strong>Savage Attacks</strong><br><br>When you score a critical hit with a melee weapon attack, you can roll one of the weapon's damage dice one additional time and add it to the extra damage of the critical hit.<br><br><strong>Languages</strong><br><br>You can speak, read, and write Common and Orc. Orc is a harsh, grating language with hard consonants. It has no script of its own but is written in the Dwarvish script.<br><br><strong>Darkvision</strong><br><br>You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.<br><br><strong>Hunter's Intuition</strong><br><br>When you make a Wisdom (Perception) or Wisdom (Survival) check, you can roll a d4 and add the number rolled to the ability check.<br><br><strong>Finder's Magic</strong><br><br>You can cast the hunter's mark spell with this trait. Starting at 3rd level, you can also cast the locate object spell with it. Once you cast either spell with this trait, you can't cast that spell with it again until you finish a long rest. Wisdom is your spellcasting ability for these spells.<br><br><strong>Languages</strong><br><br>You can speak, read, and write Common and Goblin.<br><br><strong>Spells of the Mark</strong><br><br>If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Finding Spells table are added to the spell list of your spellcasting class.<br><br><table border=""1"" cellpadding=""5"" cellspacing=""0""><caption>Mark of Finding Spells</caption><tr><th>Spell Level</th><th>Spells</th></tr><tr><td>1st</td><td>faerie fire, longstrider</td></tr><tr><td>2nd</td><td>locate animals or plants, locate object</td></tr><tr><td>3rd</td><td>clairvoyance, speak with plants</td></tr><tr><td>4th</td><td>divination, locate creature</td></tr><tr><td>5th</td><td>commune with nature</td></tr></table>"
Halfling,PHB,26,Dexterity +2,Small,25 feet,"<strong>Age</strong><br><br>A halfling reaches adulthood at the age of 20 and generally lives into the middle of his or her second century.<br><br><strong>Size</strong><br><br>Halflings average about 3 feet tall and weigh about 40 pounds. Your size is Small.<br><br><strong>Lucky</strong><br><br>When you roll a 1 on an attack roll, ability check, or saving throw, you can reroll the die and must use the new roll.<br><br><strong>Brave</strong><br><br>You have advantage on saving throws against being frightened.<br><br><strong>Halfling Nimbleness</strong><br><br>You can move through the space of any creature that is of a size larger than yours.<br><br><strong>Languages</strong><br><br>You can speak, read, and write Common and Halfling. The Halfling language isn't secret, but halflings are loath to share it with others. They write very little, so they don't have a rich body of literature. Their oral tradition, however, is very strong. Almost all halflings speak Common to converse with the people in whose lands they dwell or through which they are traveling."
Halfling (Ghostwise),SCAG,110,Dexterity +2; Wisdom +1,Small,25 feet,"<strong>Age</strong><br><br>A halfling reaches adulthood at the age of 20 and generally lives into the middle of his or her second century.<br><br><strong>Size</strong><br><br>Halflings average about 3 feet tall and weigh about 40 pounds. Your size is Small.<br><br><strong>Lucky</strong><br><br>When you roll a 1 on an attack roll, ability check, or saving throw, you can reroll the die and must use the new roll.<br><br><strong>Brave</strong><br><br>You have advantage on saving throws against being frightened.<br><br><strong>Halfling Nimbleness</strong><br><br>You can move through the space of any creature that is of a size larger than yours.<br><br><strong>Languages</strong><br><br>You can speak, read, and write Common and Halfling. The Halfling language isn't secret, but halflings are loath to share it with others. They write very little, so they don't have a rich body of literature. Their oral tradition, however, is very strong. Almost all halflings speak Common to converse with the people in whose lands they dwell or through which they are traveling.<br><br><strong>Silent Speech</strong><br><br>You can speak telepathically to any creature within 30 feet of you. The creature understands you only if the two of you share a language. You can speak telepathically in this way to one creature at a time."
Halfling (Lightfoot),PHB,28,Dexterity +2; Charisma +1,Small,25 feet,"<strong>Age</strong><br><br>A halfling reaches adulthood at the age of 20 and generally lives into the middle of his or her second century.<br><br><strong>Size</strong><br><br>Halflings average about 3 feet tall and weigh about 40 pounds. Your size is Small.<br><br><strong>Lucky</strong><br><br>When you roll a 1 on an attack roll, ability check, or saving throw, you can reroll the die and must use the new roll.<br><br><strong>Brave</strong><br><br>You have advantage on saving throws against being frightened.<br><br><strong>Halfling Nimbleness</strong><br><br>You can move through the space of any creature that is of a size larger than yours.<br><br><strong>Languages</strong><br><br>You can speak, read, and write Common and Halfling. The Halfling language isn't secret, but halflings are loath to share it with others. They write very little, so they don't have a rich body of literature. Their oral tradition, however, is very strong. Almost all halflings speak Common to converse with the people in whose lands they dwell or through which they are traveling.<br><br><strong>Naturally Stealthy</strong><br><br>You can attempt to hide even when you are obscured only by a creature that is at least one size larger than you."
Halfling (Mark of Healing),ERLW,43,Dexterity +2; Wisdom +1,Small,25 feet,"<strong>Age</strong><br><br>A halfling reaches adulthood at the age of 20 and generally lives into the middle of his or her second century.<br><br><strong>Size</strong><br><br>Halflings average about 3 feet tall and weigh about 40 pounds. Your size is Small.<br><br><strong>Lucky</strong><br><br>When you roll a 1 on an attack roll, ability check, or saving throw, you can reroll the die and must use the new roll.<br><br><strong>Brave</strong><br><br>You have advantage on saving throws against being frightened.<br><br><strong>Halfling Nimbleness</strong><br><br>You can move through the space of any creature that is of a size larger than yours.<br><br><strong>Languages</strong><br><br>You can speak, read, and write Common and Halfling. The Halfling language isn't secret, but halflings are loath to share it with others. They write very little, so they don't have a rich body of literature. Their oral tradition, however, is very strong. Almost all halflings speak Common to converse with the people in whose lands they dwell or through which they are traveling.<br><br><strong>Medical Intuition</strong><br><br>When you make a Wisdom (Medicine) check or an ability check using an herbalism kit|phb, you can roll a d4 and add the number rolled to the ability check.<br><br><strong>Healing Touch</strong><br><br>You can cast the cure wounds spell with this trait. Starting at 3rd level, you can also cast lesser restoration with it. Once you cast either spell with this trait, you can't cast that spell with it again until you finish a long rest. Wisdom is your spellcasting ability for these spells.<br><br><strong>Spells of the Mark</strong><br><br>If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Healing Spells table are added to the spell list of your spellcasting class.<br><br><table border=""1"" cellpadding=""5"" cellspacing=""0""><caption>Mark of Healing Spells</caption><tr><th>Spell Level</th><th>Spells</th></tr><tr><td>1st</td><td>cure wounds, healing word</td></tr><tr><td>2nd</td><td>lesser restoration, prayer of healing</td></tr><tr><td>3rd</td><td>aura of vitality, mass healing word</td></tr><tr><td>4th</td><td>aura of purity, aura of life</td></tr><tr><td>5th</td><td>greater restoration</td></tr></table>"
Halfling (Mark of Hospitality),ERLW,44,Dexterity +2; Charisma +1,Small,25 feet,"<strong>Age</strong><br><br>A halfling reaches adulthood at the age of 20 and generally lives into the middle of his or her second century.<br><br><strong>Size</strong><br><br>Halflings average about 3 feet tall and weigh about 40 pounds. Your size is Small.<br><br><strong>Lucky</strong><br><br>When you roll a 1 on an attack roll, ability check, or saving throw, you can reroll the die and must use the new roll.<br><br><strong>Brave</strong><br><br>You have advantage on saving throws against being frightened.<br><br><strong>Halfling Nimbleness</strong><br><br>You can move through the space of any creature that is of a size larger than yours.<br><br><strong>Languages</strong><br><br>You can speak, read, and write Common and Halfling. The Halfling language isn't secret, but halflings are loath to share it with others. They write very little, so they don't have a rich body of literature. Their oral tradition, however, is very strong. Almost all halflings speak Common to converse with the people in whose lands they dwell or through which they are traveling.<br><br><strong>Ever Hospitable</strong><br><br>When you make a Charisma (Persuasion) check or an ability check involving brewer's supplies|PHB or cook's utensils|PHB, you can roll a d4 and add the number rolled to the ability check.<br><br><strong>Innkeeper's Magic</strong><br><br>You know the prestidigitation cantrip. You can also cast the purify food and drink and unseen servant spells with this trait. Once you cast either spell with this trait, you can't cast that spell with it again until you finish long rest. Charisma is your spellcasting ability for these spells.<br><br><strong>Spells of the Mark</strong><br><br>If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Hospitality Spells table are added to the spell list of your spellcasting class.<br><br><table border=""1"" cellpadding=""5"" cellspacing=""0""><caption>Mark of Hospitality Spells</caption><tr><th>Spell Level</th><th>Spells</th></tr><tr><td>1st</td><td>goodberry, sleep</td></tr><tr><td>2nd</td><td>aid, calm emotions</td></tr><tr><td>3rd</td><td>create food and water, Leomund's tiny hut</td></tr><tr><td>4th</td><td>aura of purity, Mordenkainen's private sanctum</td></tr><tr><td>5th</td><td>hallow</td></tr></table>"
Halfling (Stout),PHB,28,Dexterity +2; Constitution +1,Small,25 feet,"<strong>Age</strong><br><br>A halfling reaches adulthood at the age of 20 and generally lives into the middle of his or her second century.<br><br><strong>Size</strong><br><br>Halflings average about 3 feet tall and weigh about 40 pounds. Your size is Small.<br><br><strong>Lucky</strong><br><br>When you roll a 1 on an attack roll, ability check, or saving throw, you can reroll the die and must use the new roll.<br><br><strong>Brave</strong><br><br>You have advantage on saving throws against being frightened.<br><br><strong>Halfling Nimbleness</strong><br><br>You can move through the space of any creature that is of a size larger than yours.<br><br><strong>Languages</strong><br><br>You can speak, read, and write Common and Halfling. The Halfling language isn't secret, but halflings are loath to share it with others. They write very little, so they don't have a rich body of literature. Their oral tradition, however, is very strong. Almost all halflings speak Common to converse with the people in whose lands they dwell or through which they are traveling.<br><br><strong>Stout Resilience</strong><br><br>You have advantage on saving throws against poison, and you have resistance against poison damage."
Harengon,MPMM,22,Choose one of: (a) Choose any +2; choose any other +1 (b) Choose three different +1,Small or Medium,30 feet,"<strong>Size</strong><br><br>You are Medium or Small. You choose the size when you select this race.<br><br><strong>Hare-Trigger</strong><br><br>You can add your proficiency bonus to your initiative rolls.<br><br><strong>Leporine Senses</strong><br><br>You have proficiency in the Perception skill.<br><br><strong>Lucky Footwork</strong><br><br>When you fail a Dexterity saving throw, you can use your reaction to roll a d4 and add it to the save, potentially turning the failure into a success. You can't use this reaction if you're prone or your speed is 0.<br><br><strong>Rabbit Hop</strong><br><br>As a bonus action, you can jump a number of feet equal to five times your proficiency bonus, without provoking opportunity attacks. You can use this trait only if your speed is greater than 0. You can use it a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest."
Harengon,WBtW,13,Choose one of: (a) Choose any +2; choose any other +1 (b) Choose three different +1,Small or Medium,30 feet,"<strong>Size</strong><br><br>You are Medium or Small. You choose the size when you select this race.<br><br><strong>Hare-Trigger</strong><br><br>You can add your proficiency bonus to your initiative rolls.<br><br><strong>Leporine Senses</strong><br><br>You have proficiency in the Perception skill.<br><br><strong>Lucky Footwork</strong><br><br>When you fail a Dexterity saving throw, you can use your reaction to roll a d4 and add it to the save, potentially turning the failure into a success. You can't use this reaction if you're prone or your speed is 0.<br><br><strong>Rabbit Hop</strong><br><br>As a bonus action, you can jump a number of feet equal to five times your proficiency bonus, without provoking opportunity attacks. You can use this trait only if your speed is greater than 0. You can use it a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest."
Hedge,HumblewoodCampaignSetting,24,Charisma +2; Wisdom +1,Small,"25 feet, burrow 15 feet","Age. Hedges take longer to mature than most other races, reaching adulthood around 20 years. They also live for a long time, with many reaching 120 years or more.<br><br>Alignment. Hedges are compassionate, empathetic, and diplomatic, tending towards good alignments. They also favor neutral alignments, as hedges have a great respect for the balance of nature.<br><br>Size. Hedges have short, rounded body shapes, standing between 3 and 4 feet in height, and weighing between 40 and 70 pounds. Your size is Small.<br><br>Speed. Your base walking speed is 25 feet.<br><br>Natural Burrowers. You have a burrowing speed of 15 feet. You are capable of burrowing through soil, but are unable to dig through anything more substantial with just your clawed hands.<br><br>Spiny Quills. The backs of hedges are covered with spiny quills, which makes it impossible for hedges to wear armor. These quills provide exceptional protection, therefore you have a base armor class of 14 + your Dexterity modifier. Even though you can't wear armor, you can still benefit from the armor class bonus provided by shields so long as you are proficient with them.<br><br>Curl Up. You can use your action to curl up, exposing attackers to a wall of your toughened quills. While curled up you cannot move, attack, or cast spells with somatic components, and your base armor class becomes 19. You cannot benefit from any Dexterity bonus to armor class while curled up, but you can still use shields.Any creature that misses you with a melee attack while you are curled up takes 2d4 points of piercing damage from your sharp quills. If a creature hits you while you are curled up, you are knocked prone in your space at the end of the turn. You may uncurl yourself at any point during your turn.<br><br>Forest Magic. You have a deep connection to the magic of the Wood. You know the druidcraft cantrip. Additionally, you can cast animal messenger as a 2nd level spell once with this trait, and regain the ability to do so after a short or long rest. Charisma is your spellcasting ability for these spells.<br><br>Speak With Bugs. Through sounds and gestures, you can communicate simple ideas with creatures of the beast subtype that represent insects, spiders, worms, and other creepy crawlies, regardless of their size.<br><br>Languages. You can speak, read, and write Birdfolk and Hedge."
Hexblood,VRGR,18,Choose one of: (a) Choose any +2; choose any other +1 (b) Choose three different +1,Small or Medium,30 feet,"<strong>Creature Type</strong><br><br>You are a Fey.<br><br><strong>Size</strong><br><br>You are Medium or Small. You choose the size when you gain this lineage.<br><br><strong>Ancestral Legacy</strong><br><br>If you replace a race with this lineage, you can keep the following elements of that race: any skill proficiencies you gained from it and any climbing, flying, or swimming speed you gained from it.<br><br>If you don't keep any of those elements or you choose this lineage at character creation, you gain proficiency in two skills of your choice.<br><br><strong>Darkvision</strong><br><br>You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness as shades of gray.<br><br><strong>Eerie Token</strong><br><br>As a bonus action, you can harmlessly remove a lock of your hair, one of your nails, or one of your teeth. This token is imbued with magic until you finish a long rest. While the token is imbued in this way, you can take these actions:<br><br>• {'type': 'item', 'name': 'Telepathic Message', 'entry': 'As an action, you can send a telepathic message to the creature holding or carrying the token, as long as you are within 10 miles of it. The message can contain up to twenty-five words.'}<br><br>• {'type': 'item', 'name': 'Remote Viewing', 'entry': ""If you are within 10 miles of the token, you can enter a trance as an action. The trance lasts for 1 minute, but it ends early if you dismiss it (no action required) or are incapacitated. During this trance, you can see and hear from the token as if you were located where it is. While you are using your senses at the token's location, you are blinded and deafened in regard to your own surroundings. When the trance ends, the token is harmlessly destroyed.""}<br><br>Once you create a token using this feature, you can't do so again until you finish a long rest, at which point your missing part regrows.<br><br><strong>Hex Magic</strong><br><br>You can cast the disguise self and hex spells with this trait. Once you cast either of these spells with this trait, you can't cast that spell with it again until you finish a long rest. You can also cast these spells using any spell slots you have.<br><br>Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells (choose the ability when you gain this lineage).<br><br><em>Becoming a Hag</em><br><br>Hags can undertake a ritual to irreversibly transform a hexblood they created into a new hag, either one of their own kind or that embodies the hexblood's nature. This requires that both the hag and hexblood be in the same place and consent to the lengthy ritual—circumstances most hexbloods shun but might come to accept over the course of centuries. Once a hexblood undergoes this irreversible ritual, they emerge as a hag NPC no longer under the control of the hexblood's player, unless the DM rules otherwise."
Hobbit,TLotRR,37,Dexterity +2,Small,25 feet,"Ability Score Increase. Your Dexterity score increases by 2.<br><br>Adventuring Age. Between 25–60 years of age. Hobbits do not abandon their comfortable lives easily, but when they do they usually wait for their coming of age at 33. A particularly reckless fellow might feel the call to adventure when in their tweens, as Hobbits call their twenties.<br><br>Hobbit Elusiveness. You have proficiency in the Stealth skill.<br><br>Hobbit-Sense. You have advantage on all Intelligence, Wisdom, and Charisma saving throws against Shadow.<br><br>Pipe-Weed Lore. You have proficiency with pipes.<br><br>Unobtrusive. You can move through the space of any creature that is of a size larger than yours.<br><br>Languages. You speak, read and write Westron, preserving the use of a few words and names of your own forgotten tongue.<br><br>Standard of Living: Common. Hobbits live in peace, their land is well-tilled and their borders protected, but theirs is an isolated island in the middle of a desolate region, and trading is an uncommon occurrence. Starting Gear"
Hobbit (Fallohide),TLotRR,38,Dexterity +2; Charisma +1,Small,25 feet,"Ability Score Increase. Your Dexterity score increases by 2.<br><br>Adventuring Age. Between 25–60 years of age. Hobbits do not abandon their comfortable lives easily, but when they do they usually wait for their coming of age at 33. A particularly reckless fellow might feel the call to adventure when in their tweens, as Hobbits call their twenties.<br><br>Hobbit Elusiveness. You have proficiency in the Stealth skill.<br><br>Hobbit-Sense. You have advantage on all Intelligence, Wisdom, and Charisma saving throws against Shadow.<br><br>Pipe-Weed Lore. You have proficiency with pipes.<br><br>Unobtrusive. You can move through the space of any creature that is of a size larger than yours.<br><br>Languages. You speak, read and write Westron, preserving the use of a few words and names of your own forgotten tongue.<br><br>Standard of Living: Common. Hobbits live in peace, their land is well-tilled and their borders protected, but theirs is an isolated island in the middle of a desolate region, and trading is an uncommon occurrence. Starting Gear"
Hobbit (Harfoot),TLotRR,38,Dexterity +2; Wisdom +1,Small,25 feet,"Ability Score Increase. Your Dexterity score increases by 2.<br><br>Adventuring Age. Between 25–60 years of age. Hobbits do not abandon their comfortable lives easily, but when they do they usually wait for their coming of age at 33. A particularly reckless fellow might feel the call to adventure when in their tweens, as Hobbits call their twenties.<br><br>Hobbit Elusiveness. You have proficiency in the Stealth skill.<br><br>Hobbit-Sense. You have advantage on all Intelligence, Wisdom, and Charisma saving throws against Shadow.<br><br>Pipe-Weed Lore. You have proficiency with pipes.<br><br>Unobtrusive. You can move through the space of any creature that is of a size larger than yours.<br><br>Languages. You speak, read and write Westron, preserving the use of a few words and names of your own forgotten tongue.<br><br>Standard of Living: Common. Hobbits live in peace, their land is well-tilled and their borders protected, but theirs is an isolated island in the middle of a desolate region, and trading is an uncommon occurrence. Starting Gear"
Hobbit (Stoor),TLotRR,38,Dexterity +2; Constitution +1,Small,25 feet,"Ability Score Increase. Your Dexterity score increases by 2.<br><br>Adventuring Age. Between 25–60 years of age. Hobbits do not abandon their comfortable lives easily, but when they do they usually wait for their coming of age at 33. A particularly reckless fellow might feel the call to adventure when in their tweens, as Hobbits call their twenties.<br><br>Hobbit Elusiveness. You have proficiency in the Stealth skill.<br><br>Hobbit-Sense. You have advantage on all Intelligence, Wisdom, and Charisma saving throws against Shadow.<br><br>Pipe-Weed Lore. You have proficiency with pipes.<br><br>Unobtrusive. You can move through the space of any creature that is of a size larger than yours.<br><br>Languages. You speak, read and write Westron, preserving the use of a few words and names of your own forgotten tongue.<br><br>Standard of Living: Common. Hobbits live in peace, their land is well-tilled and their borders protected, but theirs is an isolated island in the middle of a desolate region, and trading is an uncommon occurrence. Starting Gear"
Hobgoblin,ERLW,26,Constitution +2; Intelligence +1,Medium,30 feet,
